Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Rndrng_Prvdrs,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
State,12,Florida,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,492,2987,7822,6624,3946.152897,463.92540655,366.97977755,390.59456149
State,12,Florida,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,419,3872,4903,4902,2359.7375688,493.51163165,388.6659433,403.59790536
State,12,Florida,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,330,2695,4115,3372,909.91814581,77.041057108,61.371905225,59.812330498
State,12,Florida,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,414,3737,5509,4722,1242.9971737,282.46655473,225.21999637,233.93686695
State,12,Florida,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,591,8687,23700,18755,3971.0412392,470.79218945,372.86811561,394.93566835
State,12,Florida,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,530,12834,16044,16043,2475.6266604,538.42984605,424.25600474,436.30264024
State,12,Florida,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,410,8033,11845,9697,821.18681047,72.686047277,57.948194175,55.323414943
State,12,Florida,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,521,12426,18225,15537,1222.8019665,284.70863045,227.03773169,233.72355665
State,12,Florida,64640,Destruction of peripheral nerve or branch,N,F,158,446,1777,765,1262.3276027,86.902104671,68.533888576,69.696049522
State,12,Florida,64640,Destruction of peripheral nerve or branch,N,O,272,1444,3600,1971,693.74238611,174.5437,137.45015556,133.87453056
State,12,Florida,77002,Fluoroscopic guidance for needle placement,N,F,768,4356,4907,4904,216.55869166,28.580150805,22.434823721,22.187949868
State,12,Florida,77002,Fluoroscopic guidance for needle placement,N,O,1056,23026,49612,49425,302.06210755,108.04196102,84.517119245,86.267268806
State,13,Georgia,64624,Destruction of nerve branches of knee using imaging guidance,N,F,218,617,1252,1214,2381.1435543,427.5289377,336.57295527,351.95289936
State,13,Georgia,64624,Destruction of nerve branches of knee using imaging guidance,N,O,42,162,196,196,1358.5556633,360.09260204,281.25765306,298.80852041
State,13,Georgia,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,115,185,376,341,2903.8760904,461.88587766,357.52518617,371.18795213
State,13,Georgia,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,24,65,75,75,1766.016,483.9664,380.93413333,406.77866667
State,13,Georgia,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,290,1924,5250,4490,3210.040821,479.12982095,378.52243238,401.30095429
State,13,Georgia,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,77,415,490,490,2245.186449,486.34567347,381.82908163,415.65359184
State,13,Georgia,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,184,1603,2545,2033,735.25005501,72.211642436,57.386475442,58.370499018
State,13,Georgia,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,74,373,482,444,1207.7223444,274.5856639,219.09580913,244.82375519
State,13,Georgia,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,346,6255,18221,14076,3507.9167087,480.20919763,379.39802151,400.48050656
State,13,Georgia,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,110,1589,1853,1853,2387.7545548,530.3398381,417.17365353,452.13462493
State,13,Georgia,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,227,5358,7866,6580,849.31232901,69.669213069,55.457546402,56.098690567
State,13,Georgia,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,109,1467,1824,1700,1143.3724123,276.76940241,220.53885965,243.71835526
State,13,Georgia,64640,Destruction of peripheral nerve or branch,N,F,106,266,1167,533,1000.9752614,89.468620394,69.976683805,71.260959726
State,13,Georgia,64640,Destruction of peripheral nerve or branch,N,O,58,320,750,459,629.20925333,214.9652,168.00581333,161.60061333
State,13,Georgia,77002,Fluoroscopic guidance for needle placement,N,F,434,3168,3733,3733,219.79974551,25.942898473,19.988213233,20.55294937
State,13,Georgia,77002,Fluoroscopic guidance for needle placement,N,O,377,5355,17887,17863,265.43885224,102.27418069,79.221641975,83.119865824
State,15,Hawaii,64624,Destruction of nerve branches of knee using imaging guidance,N,F,8,17,21,21,1159.9814286,266.0147619,198.31666667,180.44380952
State,15,Hawaii,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,7,12,19,19,1829.78,498.91631579,389.24894737,345.41
State,15,Hawaii,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,6,19,22,22,1237.815,575.67727273,445.95909091,450.04454545
State,15,Hawaii,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,5,17,20,20,567.138,349.916,278.798,266.286
State,15,Hawaii,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,10,37,68,60,2405.7910294,540.64926471,427.05367647,406.85485294
State,15,Hawaii,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,8,61,72,72,1094.7568056,567.69069444,438.65222222,428.96777778
State,15,Hawaii,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,8,18,22,22,379.25772727,61.478181818,49.207727273,52.561818182
State,15,Hawaii,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,6,51,60,60,446.9485,299.17416667,238.67566667,235.1535
State,15,Hawaii,64640,Destruction of peripheral nerve or branch,N,F,7,23,48,25,558.40666667,93.603125,71.651666667,66.491666667
State,15,Hawaii,64640,Destruction of peripheral nerve or branch,N,O,5,13,33,16,390.78272727,202.90454545,161.66484848,138.69272727
State,15,Hawaii,77002,Fluoroscopic guidance for needle placement,N,F,26,89,94,94,111.26510638,26.239361702,18.957446809,19.298510638
State,15,Hawaii,77002,Fluoroscopic guidance for needle placement,N,O,18,81,95,95,325.84231579,119.92705263,90.072421053,83.656526316
State,16,Idaho,64624,Destruction of nerve branches of knee using imaging guidance,N,F,26,79,148,137,1147.0932432,372.57675676,293.91736486,311.77837838
State,16,Idaho,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,20,41,69,64,1011.63,337.28985507,256.35695652,269.5273913
State,16,Idaho,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,6,11,11,11,489.72727273,189.47,143.94272727,152.31909091
State,16,Idaho,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,37,197,434,371,1658.4191014,443.49497696,351.08131336,381.52709677
State,16,Idaho,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,12,122,158,158,1631.2929114,273.67544304,214.05025316,230.58708861
State,16,Idaho,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,24,130,152,150,531.95092105,73.919868421,58.794802632,62.789473684
State,16,Idaho,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,11,111,147,144,663.55877551,118.13619048,93.999047619,100.85517007
State,16,Idaho,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,45,657,1606,1230,1774.3309215,455.10309465,359.39168742,386.19756538
State,16,Idaho,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,17,411,533,533,2106.590788,322.70345216,253.28861163,274.74600375
State,16,Idaho,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,35,529,590,588,575.61337288,74.082016949,59.030542373,62.803
State,16,Idaho,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,15,394,516,508,895.68492248,137.71217054,109.90930233,119.07050388
State,16,Idaho,64640,Destruction of peripheral nerve or branch,N,F,20,62,184,81,733.16554348,77.738152174,58.806684783,55.859347826
State,16,Idaho,64640,Destruction of peripheral nerve or branch,N,O,11,32,70,43,492.67142857,114.83214286,91.783428571,91.839714286
State,16,Idaho,77002,Fluoroscopic guidance for needle placement,N,F,127,937,1089,1089,162.5440955,23.860826446,18.159706152,19.292222222
State,16,Idaho,77002,Fluoroscopic guidance for needle placement,N,O,81,819,1181,1181,251.08132091,73.769026249,55.821481795,61.899796782
State,17,Illinois,64624,Destruction of nerve branches of knee using imaging guidance,N,F,162,684,1071,1060,1789.3851354,293.08601307,229.18615313,228.83496732
State,17,Illinois,64624,Destruction of nerve branches of knee using imaging guidance,N,O,87,464,579,579,1602.824266,372.16556131,292.62594128,288.84060449
State,17,Illinois,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,3,16,22,22,7277.2340909,502.52727273,387.69090909,366.05863636
State,17,Illinois,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,192,921,1628,1481,2751.0976229,382.86273956,302.29253071,307.31071253
State,17,Illinois,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,102,617,755,755,2414.4827815,493.18276821,388.45109934,388.64723179
State,17,Illinois,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,145,765,995,936,1011.0872161,74.024261307,58.91239196,58.97440201
State,17,Illinois,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,95,548,693,669,1159.5468398,281.16356421,224.06920635,224.41207792
State,17,Illinois,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,264,3613,6335,5585,3034.5277758,389.67799369,307.356,309.48315864
State,17,Illinois,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,132,2869,3625,3625,2491.8060469,521.11513379,410.45710345,409.22280828
State,17,Illinois,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,212,3214,3995,3839,1067.7170163,75.419356696,59.955286608,58.376708385
State,17,Illinois,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,130,2584,3356,3263,1192.6110191,273.95205304,218.33051847,218.48828665
State,17,Illinois,64640,Destruction of peripheral nerve or branch,N,F,86,331,1000,425,1035.72273,82.46947,65.05,57.32165
State,17,Illinois,64640,Destruction of peripheral nerve or branch,N,O,107,714,1946,944,996.44383864,177.61627955,138.93045221,131.15147996
State,17,Illinois,77002,Fluoroscopic guidance for needle placement,N,F,670,4617,5615,5615,195.9780837,27.25234016,21.199923419,20.714336598
State,17,Illinois,77002,Fluoroscopic guidance for needle placement,N,O,482,13408,46927,46896,397.37122083,115.28495877,89.872922198,87.319087519
State,18,Indiana,64624,Destruction of nerve branches of knee using imaging guidance,N,F,129,339,560,553,2673.3430893,376.89019643,296.83158929,307.69051786
State,18,Indiana,64624,Destruction of nerve branches of knee using imaging guidance,N,O,23,67,80,80,1219.1615,366.380375,281.534625,304.328375
State,18,Indiana,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,28,42,62,56,3067.1764516,329.74548387,239.37967742,250.48129032
State,18,Indiana,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,8,17,17,17,1274.9411765,528.47058824,399.13,430.07294118
State,18,Indiana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,160,745,1654,1509,3541.5843349,441.70417775,348.93690447,366.92416566
State,18,Indiana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,45,300,356,356,1764.9271348,459.34258427,361.61348315,410.64061798
State,18,Indiana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,108,652,885,828,1090.3736723,68.863525424,54.704564972,57.775299435
State,18,Indiana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,44,273,424,326,806.66603774,263.06915094,210.16290094,238.49860849
State,18,Indiana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,208,2716,6087,5250,3471.8539855,434.30097256,342.31639395,360.97576967
State,18,Indiana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,65,1108,1333,1333,1887.0977794,519.34791448,405.40013503,452.37729932
State,18,Indiana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,151,2421,3384,3107,933.322763,64.078289007,50.855614657,53.737697991
State,18,Indiana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,64,1049,1599,1265,925.08590994,267.57171357,213.42253283,237.75141964
State,18,Indiana,64640,Destruction of peripheral nerve or branch,N,F,64,360,1064,430,874.02458647,79.04181391,62.406729323,65.648703008
State,18,Indiana,64640,Destruction of peripheral nerve or branch,N,O,29,76,138,95,704.85913043,177.38789855,137.11202899,145.59123188
State,18,Indiana,77002,Fluoroscopic guidance for needle placement,N,F,399,3675,4294,4292,177.55909641,25.176741966,19.329839311,20.345973451
State,18,Indiana,77002,Fluoroscopic guidance for needle placement,N,O,145,2401,3879,3876,336.21279969,97.799030678,74.051974736,81.601152359
State,19,Iowa,64624,Destruction of nerve branches of knee using imaging guidance,N,F,36,111,186,184,1531.6504301,323.92634409,251.74376344,270.60392473
State,19,Iowa,64624,Destruction of nerve branches of knee using imaging guidance,N,O,11,33,37,37,1096.8378378,341.82459459,263.42864865,285.29108108
State,19,Iowa,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,52,246,524,500,2373.7009733,416.68582061,326.4804771,357.94131679
State,19,Iowa,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,16,92,105,105,1387.6809524,397.67819048,311.12971429,339.64733333
State,19,Iowa,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,41,219,322,285,693.98177019,65.423043478,51.887515528,56.03052795
State,19,Iowa,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,15,86,98,97,672.99489796,229.87336735,183.84744898,196.21908163
State,19,Iowa,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,69,1072,2427,2072,2514.0443511,412.2287227,325.14620519,355.7881953
State,19,Iowa,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,32,544,625,625,2308.373376,474.757968,370.630352,407.009248
State,19,Iowa,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,58,1013,1501,1286,835.06506329,65.32526982,51.618494337,54.837208528
State,19,Iowa,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,32,538,656,617,921.88786585,242.7654878,193.79641768,208.75381098
State,19,Iowa,64640,Destruction of peripheral nerve or branch,N,F,29,193,599,221,574.06691152,76.88096828,59.286777963,54.229298831
State,19,Iowa,64640,Destruction of peripheral nerve or branch,N,O,13,37,168,61,364.6627381,146.63922619,110.39482143,113.81595238
State,19,Iowa,77002,Fluoroscopic guidance for needle placement,N,F,174,1570,1875,1875,164.01502933,25.315530667,19.320469333,20.340325333
State,19,Iowa,77002,Fluoroscopic guidance for needle placement,N,O,117,2105,3246,3195,257.40417437,97.236833025,74.322818854,81.220782502
State,20,Kansas,64624,Destruction of nerve branches of knee using imaging guidance,N,F,52,211,305,295,1703.6173443,265.44213115,206.40436066,219.31160656
State,20,Kansas,64624,Destruction of nerve branches of knee using imaging guidance,N,O,9,108,125,125,671.18336,286.29784,227.48712,252.6904
State,20,Kansas,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,9,15,19,18,3883.3763158,338.81473684,223.69315789,258.34105263
State,20,Kansas,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,75,453,962,801,2436.0211642,408.94153846,322.95365904,347.55767152
State,20,Kansas,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,10,80,88,88,1634.2954545,391.43488636,307.63090909,328.24306818
State,20,Kansas,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,58,385,537,456,707.87001862,73.610707635,58.421992551,60.168715084
State,20,Kansas,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,10,75,99,83,687.50343434,186.16262626,148.88888889,149.11434343
State,20,Kansas,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,92,1478,3015,2570,2651.8875191,406.79102156,320.12261028,339.61782421
State,20,Kansas,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,16,313,365,365,1606.3078904,408.94764384,318.75054795,346.08019178
State,20,Kansas,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,73,1332,1753,1590,671.98195665,67.657239019,53.655031375,56.199612094
State,20,Kansas,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,16,305,492,357,536.69609756,181.66229675,145.16865854,147.2471748
State,20,Kansas,64640,Destruction of peripheral nerve or branch,N,F,30,164,348,215,812.14735632,93.52862069,72.194195402,71.830747126
State,20,Kansas,64640,Destruction of peripheral nerve or branch,N,O,17,126,488,164,384.46114754,144.13135246,113.46864754,119.53315574
State,20,Kansas,77002,Fluoroscopic guidance for needle placement,N,F,218,2362,2844,2843,104.78375176,25.26218706,19.48902602,20.448519691
State,20,Kansas,77002,Fluoroscopic guidance for needle placement,N,O,72,1093,1923,1921,223.80270411,91.858465939,70.668434737,76.344674987
State,21,Kentucky,64624,Destruction of nerve branches of knee using imaging guidance,N,F,38,117,194,190,1980.3550515,365.64747423,288.22701031,305.62010309
State,21,Kentucky,64624,Destruction of nerve branches of knee using imaging guidance,N,O,45,241,293,293,1040.4077474,371.26532423,287.53389078,316.45774744
State,21,Kentucky,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,11,13,18,18,2364.4372222,322.99611111,223.54277778,243.91444444
State,21,Kentucky,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,14,43,51,51,1373.3947059,464.09431373,347.58784314,400.87176471
State,21,Kentucky,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,51,308,731,594,2675.8505746,407.59206566,320.03205198,349.99396717
State,21,Kentucky,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,59,706,840,840,1713.5332143,500.82460714,391.50629762,445.567
State,21,Kentucky,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,40,275,358,354,579.10541899,76.184581006,60.579078212,64.944357542
State,21,Kentucky,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,59,668,793,790,803.22257251,291.5170744,232.43749054,266.04110971
State,21,Kentucky,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,68,1278,2533,2046,2505.626285,406.29611133,318.85650612,342.78858271
State,21,Kentucky,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,73,2843,3387,3386,1689.5931001,545.99611751,426.06368468,484.62929141
State,21,Kentucky,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,58,1180,1351,1339,521.9938342,76.225040711,60.598090303,63.978608438
State,21,Kentucky,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,72,2752,3266,3262,840.50036436,295.11594611,235.32285364,269.93491427
State,21,Kentucky,64640,Destruction of peripheral nerve or branch,N,F,28,176,506,194,567.52758893,78.806561265,59.300671937,48.72673913
State,21,Kentucky,64640,Destruction of peripheral nerve or branch,N,O,42,195,495,253,636.59272727,169.21872727,131.03987879,127.27208081
State,21,Kentucky,77002,Fluoroscopic guidance for needle placement,N,F,194,1944,2434,2434,114.74826212,24.835751849,18.990949055,19.979642564
State,21,Kentucky,77002,Fluoroscopic guidance for needle placement,N,O,129,3898,14760,14757,225.77209214,102.75385501,80.172801491,89.698617209
State,22,Louisiana,64624,Destruction of nerve branches of knee using imaging guidance,N,F,84,227,392,383,2287.183699,312.06147959,244.6582398,270.38602041
State,22,Louisiana,64624,Destruction of nerve branches of knee using imaging guidance,N,O,26,252,307,307,983.01498371,343.68469055,266.18833876,292.82553746
State,22,Louisiana,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,53,263,584,560,3514.5620548,410.90900685,324.47191781,363.48275685
State,22,Louisiana,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,13,41,50,50,1573.3948,414.5788,322.1908,362.3998
State,22,Louisiana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,130,1062,2481,2257,3055.4028577,405.12659412,319.78693269,352.61428859
State,22,Louisiana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,31,233,318,318,1770.9765094,407.08028302,320.22644654,360.71647799
State,22,Louisiana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,97,940,1594,1270,1061.4553764,70.086882058,55.595595985,57.804335006
State,22,Louisiana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,30,218,344,298,683.75738372,235.08218023,187.85369186,210.57511628
State,22,Louisiana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,159,3110,7533,6549,3126.7091172,411.5716222,324.79508961,356.18278773
State,22,Louisiana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,46,880,1096,1096,1842.4962409,491.97653285,386.51311131,428.13732664
State,22,Louisiana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,123,2874,4874,3854,1004.5860484,65.360467788,51.962517439,53.761091506
State,22,Louisiana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,45,831,1159,1037,747.35795513,256.71375324,204.4446937,229.64772217
State,22,Louisiana,64640,Destruction of peripheral nerve or branch,N,F,66,398,1518,575,798.59216074,80.571205534,63.75701581,63.290256917
State,22,Louisiana,64640,Destruction of peripheral nerve or branch,N,O,44,349,1126,427,632.75178508,120.01240675,94.716634103,97.426136767
State,22,Louisiana,77002,Fluoroscopic guidance for needle placement,N,F,242,1697,1925,1925,307.98304416,28.440846753,22.077080519,22.856254545
State,22,Louisiana,77002,Fluoroscopic guidance for needle placement,N,O,97,1313,1878,1878,357.90532481,99.480537806,76.366826411,84.684339723
State,23,Maine,64624,Destruction of nerve branches of knee using imaging guidance,N,F,6,54,64,64,396.875,151.97828125,107.60875,102.1353125
State,23,Maine,64624,Destruction of nerve branches of knee using imaging guidance,N,O,12,42,48,48,599.26916667,228.30708333,170.75875,171.289375
State,23,Maine,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,9,31,39,38,2078.4812821,306.3125641,240.81897436,248.62307692
State,23,Maine,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,14,66,82,82,838.24268293,300.0045122,234.03329268,240.20817073
State,23,Maine,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,8,27,29,29,1118.0413793,78.003103448,61.126551724,61.954482759
State,23,Maine,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,13,56,73,71,352.5830137,155.19164384,124.12328767,128.32273973
State,23,Maine,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,14,171,228,207,2571.6293421,320.88210526,253.15057018,268.01469298
State,23,Maine,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,18,434,474,474,1269.3131224,391.22599156,306.74580169,319.24818565
State,23,Maine,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,13,138,164,158,1123.3320732,67.649939024,54.156280488,55.38902439
State,23,Maine,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,18,405,452,441,506.86922566,179.96893805,143.77044248,150.82780973
State,23,Maine,64640,Destruction of peripheral nerve or branch,N,F,2,25,80,34,2021.67375,80.187875,64.1895,47.6565
State,23,Maine,64640,Destruction of peripheral nerve or branch,N,O,14,41,163,52,489.33055215,115.72736196,91.324601227,80.336564417
State,23,Maine,77002,Fluoroscopic guidance for needle placement,N,F,61,469,525,525,90.035980952,25.644438095,19.938342857,20.446038095
State,23,Maine,77002,Fluoroscopic guidance for needle placement,N,O,49,592,1356,1356,225.06187316,88.354970501,69.267249263,68.968318584
State,24,Maryland,64624,Destruction of nerve branches of knee using imaging guidance,N,F,137,507,1031,993,2220.1910572,480.21485936,379.76540252,384.48914646
State,24,Maryland,64624,Destruction of nerve branches of knee using imaging guidance,N,O,36,102,112,112,1515.8416071,430.80133929,339.62026786,312.95714286
State,24,Maryland,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,93,338,823,762,2412.2808505,495.98292831,390.87818955,402.64839611
State,24,Maryland,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,24,42,48,48,1780.9264583,545.49208333,432.850625,417.25354167
State,24,Maryland,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,181,1021,2549,2263,3022.8837309,504.90610043,399.77417811,412.01407219
State,24,Maryland,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,52,209,258,258,1744.4350775,511.52286822,400.40341085,373.31186047
State,24,Maryland,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,101,823,1361,1028,616.17800147,75.95803086,60.615995591,58.393350478
State,24,Maryland,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,49,194,286,237,1147.5450699,299.68276224,238.53097902,224.38083916
State,24,Maryland,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,219,4007,10969,9180,3133.3445063,504.84303856,399.93968639,408.45344152
State,24,Maryland,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,87,946,1211,1211,1876.912692,544.27844756,430.03486375,407.76611891
State,24,Maryland,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,129,3385,5592,4372,612.15441345,71.014488555,56.535243205,54.178544349
State,24,Maryland,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,82,892,1381,1150,1074.5076322,293.4980449,233.91376539,221.61265749
State,24,Maryland,64640,Destruction of peripheral nerve or branch,N,F,65,180,525,328,953.05607619,115.4295619,91.227942857,86.979085714
State,24,Maryland,64640,Destruction of peripheral nerve or branch,N,O,49,448,1543,718,634.0128127,212.93270253,166.82607907,135.5284057
State,24,Maryland,77002,Fluoroscopic guidance for needle placement,N,F,259,2756,3494,3493,283.67752147,55.946233543,43.622455638,41.071001717
