Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Rndrng_Prvdrs,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
State,24,Maryland,77002,Fluoroscopic guidance for needle placement,N,O,218,2683,4198,4198,293.96895665,120.00031682,92.765862315,86.599151977
State,25,Massachusetts,64624,Destruction of nerve branches of knee using imaging guidance,N,F,58,143,180,180,1069.7776667,206.86566667,160.80561111,153.52527778
State,25,Massachusetts,64624,Destruction of nerve branches of knee using imaging guidance,N,O,55,199,256,253,1579.4715625,289.71886719,223.19699219,208.46871094
State,25,Massachusetts,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,87,410,622,562,1750.0884566,359.16644695,282.24871383,276.44995177
State,25,Massachusetts,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,74,466,546,546,1883.6064652,449.9331685,353.50842491,332.85884615
State,25,Massachusetts,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,71,356,431,405,687.18946636,83.338793503,66.047587007,63.486148492
State,25,Massachusetts,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,74,439,529,513,1213.9140832,253.34410208,202.02603025,188.1421172
State,25,Massachusetts,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,139,2018,3184,2857,1922.7136338,377.31728015,297.42434045,289.21526696
State,25,Massachusetts,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,112,2122,2505,2504,2154.0453772,494.91746906,387.70044711,361.4091018
State,25,Massachusetts,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,124,1820,2259,2105,647.83160691,76.359765383,60.788384241,57.894541833
State,25,Massachusetts,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,111,2008,2407,2360,1176.3597133,254.88560449,203.15409639,187.76263814
State,25,Massachusetts,64640,Destruction of peripheral nerve or branch,N,F,53,150,370,178,759.95489189,90.938027027,71.514243243,59.971432432
State,25,Massachusetts,64640,Destruction of peripheral nerve or branch,N,O,58,388,1299,457,1000.7701155,168.86429561,133.16307159,109.04133179
State,25,Massachusetts,77002,Fluoroscopic guidance for needle placement,N,F,358,5111,6171,6157,119.82652893,27.963101604,21.74087344,20.669894669
State,25,Massachusetts,77002,Fluoroscopic guidance for needle placement,N,O,188,4152,6983,6498,326.40013032,94.089789489,72.617511098,66.58632393
State,26,Michigan,64624,Destruction of nerve branches of knee using imaging guidance,N,F,79,198,326,318,1790.4131595,350.4245092,276.98892638,292.69865031
State,26,Michigan,64624,Destruction of nerve branches of knee using imaging guidance,N,O,78,196,244,242,1133.3928279,318.12172131,245.66434426,247.42233607
State,26,Michigan,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,25,41,61,59,2455.5672131,313.32852459,233.6347541,243.22393443
State,26,Michigan,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,32,63,74,74,1890.0205405,452.62135135,320.15351351,334.03202703
State,26,Michigan,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,120,503,935,820,2312.9199144,390.34764706,306.94042781,326.64074866
State,26,Michigan,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,140,858,1072,1072,1730.5785821,458.76875933,359.64426306,388.32982276
State,26,Michigan,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,94,449,663,554,679.86812971,74.996168929,59.765957768,59.799502262
State,26,Michigan,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,133,805,1167,1002,813.61967438,253.79168809,202.69890317,220.57983719
State,26,Michigan,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,163,1534,2838,2345,2714.3359972,411.63949612,325.25854827,344.59617689
State,26,Michigan,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,204,3185,3988,3987,1772.6156018,500.69600802,391.72614092,412.78227432
State,26,Michigan,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,134,1338,1891,1564,750.37288736,73.540227393,58.596509783,57.066663141
State,26,Michigan,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,202,3026,4323,3779,793.32817488,257.18725885,205.05536664,217.07233171
State,26,Michigan,64640,Destruction of peripheral nerve or branch,N,F,55,195,804,332,674.25893035,85.41488806,67.222126866,68.416616915
State,26,Michigan,64640,Destruction of peripheral nerve or branch,N,O,69,168,505,247,653.74934653,167.8010495,129.53538614,124.31415842
State,26,Michigan,77002,Fluoroscopic guidance for needle placement,N,F,447,2738,3285,3284,138.8081309,25.638456621,19.748806697,19.863713851
State,26,Michigan,77002,Fluoroscopic guidance for needle placement,N,O,287,3679,7269,7261,246.97885404,96.894729674,74.874765442,78.457885541
State,27,Minnesota,64624,Destruction of nerve branches of knee using imaging guidance,N,F,89,283,515,493,2050.3072233,368.21333981,291.83396117,290.67434951
State,27,Minnesota,64624,Destruction of nerve branches of knee using imaging guidance,N,O,18,43,48,48,1322.7291667,288.185,218.81041667,221.53791667
State,27,Minnesota,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,133,749,1750,1610,2673.6614914,465.57792571,367.89504571,367.19907429
State,27,Minnesota,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,25,113,153,153,1589.1937255,457.97281046,357.14163399,362.87117647
State,27,Minnesota,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,96,639,844,818,777.29167062,69.216848341,55.090947867,57.172831754
State,27,Minnesota,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,25,101,159,136,855.83081761,265.93974843,210.84603774,215.08830189
State,27,Minnesota,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,144,2057,4422,3851,2883.0567119,447.44447987,353.53568521,352.56982813
State,27,Minnesota,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,34,365,462,462,2129.8982684,523.18974026,411.15530303,420.22251082
State,27,Minnesota,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,110,1853,2324,2263,782.80074441,64.447517212,51.433502582,53.095796041
State,27,Minnesota,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,34,338,506,432,1003.0647233,272.72126482,217.34833992,222.36583004
State,27,Minnesota,64640,Destruction of peripheral nerve or branch,N,F,58,179,465,277,1110.3255269,105.94447312,82.376752688,77.100451613
State,27,Minnesota,64640,Destruction of peripheral nerve or branch,N,O,12,26,59,37,548.72,157.73169492,122.81152542,114.95508475
State,27,Minnesota,77002,Fluoroscopic guidance for needle placement,N,F,438,3320,4015,4014,144.70465255,25.769845579,19.997760897,20.464520548
State,27,Minnesota,77002,Fluoroscopic guidance for needle placement,N,O,212,2900,4371,4371,371.65026081,109.24139327,82.661859986,82.535245939
State,28,Mississippi,64624,Destruction of nerve branches of knee using imaging guidance,N,F,46,272,531,506,1685.5476648,381.04613936,300.41600753,337.34677966
State,28,Mississippi,64624,Destruction of nerve branches of knee using imaging guidance,N,O,17,94,107,107,812.78373832,309.6311215,237.42551402,270.15869159
State,28,Mississippi,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,37,187,410,367,2386.8902195,420.03341463,331.08787805,367.09441463
State,28,Mississippi,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,14,77,86,86,1013.6395349,331.48906977,254.97151163,280.26790698
State,28,Mississippi,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,59,581,1318,1130,2470.7746737,417.8839909,328.93823976,378.41409712
State,28,Mississippi,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,17,116,131,131,1236.7667939,411.05679389,316.75877863,357.00572519
State,28,Mississippi,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,40,537,717,605,769.73655509,72.202733612,57.43930265,61.09264993
State,28,Mississippi,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,16,99,130,113,574.79538462,230.29315385,183.51715385,211.53176923
State,28,Mississippi,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,66,2137,5313,4236,2550.5585018,421.64624882,333.02992848,380.09600038
State,28,Mississippi,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,31,728,790,790,1521.8356203,477.44475949,373.1315443,419.94986076
State,28,Mississippi,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,47,2025,2757,2378,770.68661589,69.821886108,55.645023576,59.038258977
State,28,Mississippi,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,31,698,784,753,904.53084184,234.61442602,186.91658163,214.575
State,28,Mississippi,64640,Destruction of peripheral nerve or branch,N,F,28,173,591,241,940.92612521,81.301641286,62.645939086,58.539069374
State,28,Mississippi,64640,Destruction of peripheral nerve or branch,N,O,23,526,2423,578,801.04747008,115.9116591,91.512872472,88.546306232
State,28,Mississippi,77002,Fluoroscopic guidance for needle placement,N,F,132,1337,1553,1553,185.16547972,26.182949131,20.252086285,21.614977463
State,28,Mississippi,77002,Fluoroscopic guidance for needle placement,N,O,84,845,1762,1760,200.41254257,75.418734393,58.475953462,67.231396141
State,29,Missouri,64624,Destruction of nerve branches of knee using imaging guidance,N,F,77,430,596,584,1623.4099161,300.32244966,234.40959732,241.41221477
State,29,Missouri,64624,Destruction of nerve branches of knee using imaging guidance,N,O,30,85,97,97,1140.4994845,339.49742268,265.53649485,282.51175258
State,29,Missouri,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,14,19,31,28,2302.8687097,309.09645161,216.24032258,229.16741935
State,29,Missouri,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,11,24,27,27,1240.572963,439.57,333.10777778,352.06962963
State,29,Missouri,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,84,568,954,900,2422.6003564,348.44001048,271.77237945,283.90839623
State,29,Missouri,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,34,363,473,473,1608.3061099,363.67809725,284.70463002,306.62790698
State,29,Missouri,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,71,505,731,622,589.71607387,70.229316005,55.326839945,56.72253078
State,29,Missouri,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,34,333,441,435,786.67310658,193.98773243,154.56646259,166.26319728
State,29,Missouri,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,129,1940,2973,2744,2441.2760982,344.7927077,270.70625631,284.19599058
State,29,Missouri,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,46,1236,1542,1542,1691.5856744,395.7163489,307.66202335,330.2570882
State,29,Missouri,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,111,1795,2678,2115,543.77646378,67.709219567,53.806224795,52.843566094
State,29,Missouri,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,45,1170,1509,1469,825.60328032,189.99889331,151.47287608,164.24127237
State,29,Missouri,64640,Destruction of peripheral nerve or branch,N,F,57,473,1023,528,1084.1332649,81.164369501,63.681358749,62.162756598
State,29,Missouri,64640,Destruction of peripheral nerve or branch,N,O,30,184,375,219,644.6152,161.96450667,122.62829333,131.15368
State,29,Missouri,77002,Fluoroscopic guidance for needle placement,N,F,381,4240,5194,5185,172.34739507,26.140546785,20.162945707,20.535458221
State,29,Missouri,77002,Fluoroscopic guidance for needle placement,N,O,163,2654,6429,6386,294.20904495,91.652176077,71.532865142,75.324633691
State,30,Montana,64624,Destruction of nerve branches of knee using imaging guidance,N,F,14,37,53,52,1388.7354717,292.34245283,221.79226415,229.17584906
State,30,Montana,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,9,28,35,33,1636.6274286,421.472,315.19457143,328.98885714
State,30,Montana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,27,126,244,216,1496.5284836,399.50606557,314.78602459,327.0422541
State,30,Montana,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,2,12,17,17,1067.2352941,439.47294118,350.73294118,348.04
State,30,Montana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,17,72,86,86,521.07104651,76.083837209,60.735348837,61.009069767
State,30,Montana,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,2,11,16,16,470.625,258.79625,206.55625,204.83
State,30,Montana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,36,646,1290,1051,1639.6753876,410.05006202,321.82295349,334.7609845
State,30,Montana,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,3,40,51,51,1205.8235294,474.85215686,367.11039216,363.52901961
State,30,Montana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,27,429,521,517,533.42882917,72.139865643,57.199942418,57.011650672
State,30,Montana,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,3,37,47,47,510,261.78085106,209.00297872,206.95553191
State,30,Montana,64640,Destruction of peripheral nerve or branch,N,F,10,23,65,30,832.87692308,89.726307692,67.698461538,57.764923077
State,30,Montana,77002,Fluoroscopic guidance for needle placement,N,F,75,670,805,805,87.817279503,26.74978882,20.696509317,20.512086957
State,30,Montana,77002,Fluoroscopic guidance for needle placement,N,O,21,281,359,359,209.45197772,84.798328691,62.851671309,62.415793872
State,31,Nebraska,64624,Destruction of nerve branches of knee using imaging guidance,N,F,35,231,303,302,1545.8251155,268.03910891,209.50676568,219.21993399
State,31,Nebraska,64624,Destruction of nerve branches of knee using imaging guidance,N,O,18,46,61,61,1032.2377049,263.44213115,209.30721311,233.30491803
State,31,Nebraska,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,10,19,41,37,3066.3212195,483.75195122,372.42682927,383.5
State,31,Nebraska,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,6,18,21,21,1476.1966667,369.90333333,251.67238095,272.24666667
State,31,Nebraska,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,40,179,395,366,2722.4955443,465.24941772,367.32534177,390.13967089
State,31,Nebraska,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,17,185,238,238,1656.7016807,379.91747899,293.38109244,318.36210084
State,31,Nebraska,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,26,148,236,184,930.29,64.880550847,51.50720339,55.678771186
State,31,Nebraska,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,18,181,300,232,770.8136,218.25146667,174.03966667,188.60303333
State,31,Nebraska,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,56,667,1607,1394,2582.0894337,456.56324829,360.56617922,379.73816428
State,31,Nebraska,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,28,633,775,775,1998.3784516,432.40882581,335.19821935,366.14113548
State,31,Nebraska,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,42,599,1038,761,752.46842004,59.321368015,47.235568401,49.767620424
State,31,Nebraska,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,26,608,1083,748,750.87171745,195.91037858,156.47228994,168.47671283
State,31,Nebraska,64640,Destruction of peripheral nerve or branch,N,F,34,262,1149,312,471.14262837,60.559608355,48.060939948,48.952193211
State,31,Nebraska,64640,Destruction of peripheral nerve or branch,N,O,31,226,784,277,556.61034439,134.43459184,106.23243622,93.992780612
State,31,Nebraska,77002,Fluoroscopic guidance for needle placement,N,F,113,1249,1411,1410,109.53305457,25.092225372,19.311594614,20.491587527
State,31,Nebraska,77002,Fluoroscopic guidance for needle placement,N,O,62,1302,4263,4261,228.8978372,95.137246071,73.830469153,80.475277973
State,32,Nevada,64624,Destruction of nerve branches of knee using imaging guidance,N,F,41,96,224,197,3304.4929018,511.96714286,405.88665179,345.00879464
State,32,Nevada,64624,Destruction of nerve branches of knee using imaging guidance,N,O,18,55,64,64,2787.6282813,391.8125,301.85625,298.71078125
State,32,Nevada,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,23,34,76,70,4454.2252632,458.93092105,365.08513158,361.14144737
State,32,Nevada,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,12,59,81,81,3670.4822222,490.25259259,391.22506173,400.35135802
State,32,Nevada,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,84,451,1249,1005,4853.2885428,536.60747798,425.39455564,411.05597278
State,32,Nevada,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,29,266,324,324,3567.1458025,490.22373457,387.81182099,401.45243827
State,32,Nevada,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,54,369,445,443,2122.6453483,80.083752809,63.650269663,64.919550562
State,32,Nevada,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,28,234,289,285,2185.276782,295.10910035,235.8350519,239.97764706
State,32,Nevada,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,101,1297,3715,2908,4713.7332894,543.07805653,430.60703634,413.39978197
State,32,Nevada,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,35,774,964,964,3900.932334,553.8428527,435.97992739,440.26075726
State,32,Nevada,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,69,1045,1265,1264,1962.0110909,73.548047431,58.466166008,59.466379447
State,32,Nevada,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,33,733,916,909,2409.1397817,303.1410917,242.154869,245.11795852
State,32,Nevada,64640,Destruction of peripheral nerve or branch,N,F,37,117,493,169,1235.6985801,87.930588235,67.845172414,63.281399594
State,32,Nevada,64640,Destruction of peripheral nerve or branch,N,O,37,253,862,316,1400.2981555,161.08576566,127.45023202,111.50564965
State,32,Nevada,77002,Fluoroscopic guidance for needle placement,N,F,88,429,525,525,232.87232381,26.24887619,20.532285714,20.758095238
State,32,Nevada,77002,Fluoroscopic guidance for needle placement,N,O,115,1503,2101,2101,383.57366968,109.70159448,84.353755355,84.874716802
State,33,New Hampshire,64624,Destruction of nerve branches of knee using imaging guidance,N,F,24,129,180,180,1559.7435,254.86461111,195.76627778,197.03994444
State,33,New Hampshire,64624,Destruction of nerve branches of knee using imaging guidance,N,O,10,31,40,40,1343.443,422.7515,333.00975,317.9675
State,33,New Hampshire,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,37,155,256,247,1870.3714063,375.70324219,297.5078125,305.24078125
State,33,New Hampshire,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,13,122,155,155,2544.299871,491.71690323,388.36625806,395.37419355
State,33,New Hampshire,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,25,122,151,150,647.76039735,69.421258278,55.404238411,55.798940397
State,33,New Hampshire,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,12,106,135,134,1269.4964444,305.37140741,243.81474074,242.92133333
State,33,New Hampshire,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,47,830,1523,1421,2227.656914,426.8184176,335.5867564,343.75397899
State,33,New Hampshire,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,18,406,513,513,2945.5635867,567.47545809,449.56417154,446.15736842
State,33,New Hampshire,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,37,724,874,864,679.75385584,70.246979405,55.980263158,55.977254005
State,33,New Hampshire,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,18,381,485,482,1359.8837113,316.00235052,252.1725567,248.65878351
State,33,New Hampshire,64640,Destruction of peripheral nerve or branch,N,F,13,23,56,26,432.13678571,85.614464286,68.129285714,63.43375
State,33,New Hampshire,64640,Destruction of peripheral nerve or branch,N,O,13,296,1378,316,635.04309144,109.35301887,85.913613933,70.144992743
State,33,New Hampshire,77002,Fluoroscopic guidance for needle placement,N,F,122,1451,1811,1810,192.67764771,25.644936499,20.024290447,19.953064605
State,33,New Hampshire,77002,Fluoroscopic guidance for needle placement,N,O,95,1589,2363,2356,432.38388489,105.5918959,79.605239103,77.559665679
State,34,New Jersey,64624,Destruction of nerve branches of knee using imaging guidance,N,F,143,338,631,605,9353.8035975,487.86690967,386.68767036,363.5648019
State,34,New Jersey,64624,Destruction of nerve branches of knee using imaging guidance,N,O,45,167,218,218,4963.8616514,427.89151376,337.66665138,296.66073394
State,34,New Jersey,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,68,134,277,247,9266.8495668,541.15032491,426.64400722,405.62783394
State,34,New Jersey,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,23,57,61,61,5843.3560656,595.02196721,462.40688525,406.5847541
State,34,New Jersey,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,257,838,1810,1523,6313.1008619,532.32423757,422.04369613,408.71499448
State,34,New Jersey,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,60,301,367,367,5455.4526703,523.79771117,412.60771117,373.16708447
State,34,New Jersey,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,165,611,816,706,3968.5551593,79.714105392,63.51995098,60.784007353
State,34,New Jersey,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,58,292,458,356,3966.6921179,308.97229258,246.68622271,222.66334061
State,34,New Jersey,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,363,2809,6766,5360,6931.4995522,537.70672776,425.5688457,407.59468371
State,34,New Jersey,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,106,1531,1901,1901,6453.6316412,552.23109942,435.91012625,390.83513414
State,34,New Jersey,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,248,2198,2859,2571,4188.2612942,75.504183281,60.092542847,56.604564533
State,34,New Jersey,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,104,1446,2232,1799,4042.8647088,293.65154122,234.21051523,208.83761649
State,34,New Jersey,64640,Destruction of peripheral nerve or branch,N,F,73,130,388,190,4912.2176289,111.92742268,87.416417526,73.787551546
State,34,New Jersey,64640,Destruction of peripheral nerve or branch,N,O,65,245,733,349,799.80530696,209.23526603,164.50346521,131.89405184
State,34,New Jersey,77002,Fluoroscopic guidance for needle placement,N,F,295,1459,1629,1628,333.03084101,38.667882136,30.208453039,28.032252916
State,34,New Jersey,77002,Fluoroscopic guidance for needle placement,N,O,302,4973,14833,14833,440.13958471,126.6714461,99.359708083,88.251038226
State,35,New Mexico,64624,Destruction of nerve branches of knee using imaging guidance,N,F,16,38,53,52,1698.2630189,341.40433962,269.88849057,282.21528302
State,35,New Mexico,64624,Destruction of nerve branches of knee using imaging guidance,N,O,17,58,69,69,1044.9655072,372.40275362,292.30202899,314.60028986
State,35,New Mexico,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,15,98,168,159,1969.825,403.61369048,319.49755952,332.85380952
State,35,New Mexico,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,O,13,71,78,78,1618.9492308,521.88602564,413.81038462,443.02269231
State,35,New Mexico,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,28,212,404,399,2437.2039356,411.84613861,323.62282178,339.89507426
State,35,New Mexico,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,27,203,258,258,1425.453062,435.24465116,340.44027132,380.09263566
State,35,New Mexico,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,24,200,332,252,746.94915663,69.854728916,55.278524096,56.238493976
State,35,New Mexico,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,26,192,277,244,797.86851986,245.93407942,196.12036101,220.17393502
State,35,New Mexico,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,F,33,636,1369,1190,3182.1389043,434.62802776,342.44989043,359.0568298
State,35,New Mexico,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",N,O,34,712,905,905,1705.7213812,475.53351381,371.87646409,407.08539227
State,35,New Mexico,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,29,582,927,721,650.40466019,66.608597627,52.768759439,53.81360302
State,35,New Mexico,64636,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,33,678,969,864,879.74675955,251.96175439,200.85553148,220.78745098
State,35,New Mexico,64640,Destruction of peripheral nerve or branch,N,F,9,36,85,47,683.04094118,95.973058824,69.262117647,66.214352941
State,35,New Mexico,64640,Destruction of peripheral nerve or branch,N,O,23,115,337,141,754.34851632,171.39869436,134.51543027,137.31810089
State,35,New Mexico,77002,Fluoroscopic guidance for needle placement,N,F,77,382,438,438,154.86748858,26.155182648,20.107990868,20.6593379
State,35,New Mexico,77002,Fluoroscopic guidance for needle placement,N,O,72,696,1171,1170,259.26391119,97.136327925,74.968095645,81.74736123
State,36,New York,64624,Destruction of nerve branches of knee using imaging guidance,N,F,159,533,908,886,2552.8722137,412.69498899,325.62389868,299.62704846
State,36,New York,64624,Destruction of nerve branches of knee using imaging guidance,N,O,148,511,652,650,1665.8688804,441.61343558,348.99400307,299.90634969
State,36,New York,64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,N,F,8,29,33,33,939.82515152,215.02757576,168.78636364,159.24272727
State,36,New York,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,F,198,872,1746,1643,2880.8056987,450.73541237,355.26806987,342.1258362
State,36,New York,64633,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, single facet joint",N,O,226,1105,1383,1383,2226.107744,574.63723066,455.72643529,396.77127983
State,36,New York,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,F,151,748,976,943,879.65847336,78.988053279,62.898545082,58.811506148
State,36,New York,64634,"Destruction of upper or middle spinal facet joint nerves using imaging guidance, each additional facet joint",N,O,213,1030,1332,1293,1212.0657658,338.69717718,270.14188438,234.03553303
