Rndrng_Prvdr_State_Abrvtn,Place_Of_Srvc,Rndrng_Prvdr_RUCA_Desc_Urban,Total_Beneficiaries_Urban,Unique_Providers_Urban,Provider_Density_Urban,Urban_Rural_Urban,Rndrng_Prvdr_RUCA_Desc_Rural,Total_Beneficiaries_Rural,Unique_Providers_Rural,Provider_Density_Rural,Urban_Rural_Rural,Gap_Ratio,Urban_Patients,Rural_Patients,Urban_Providers,Rural_Providers,Urban_Patients_per_Provider,Rural_Patients_per_Provider
MS,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",641,5,0.0078003120124804995,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1711.0,9.0,0.005260081823495032,Rural,1.482925983706015,641,1711.0,5,9.0,128.2,190.11111111111111
MS,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",641,5,0.0078003120124804995,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,0.4914196567862715,641,63.0,5,1.0,128.2,63.0
MS,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",540,12,0.022222222222222223,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1711.0,9.0,0.005260081823495032,Rural,4.224691358024692,540,1711.0,12,9.0,45.0,190.11111111111111
MS,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",540,12,0.022222222222222223,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,1.4000000000000001,540,63.0,12,1.0,45.0,63.0
MS,F,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",600,4,0.006666666666666667,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1711.0,9.0,0.005260081823495032,Rural,1.2674074074074075,600,1711.0,4,9.0,150.0,190.11111111111111
MS,F,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",600,4,0.006666666666666667,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,0.42000000000000004,600,63.0,4,1.0,150.0,63.0
MS,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",874,11,0.012585812356979404,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683.0,4.0,0.005856515373352855,Rural,2.149027459954233,874,683.0,11,4.0,79.45454545454545,170.75
MS,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",874,11,0.012585812356979404,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",175.0,1.0,0.005714285714285714,Rural,2.2025171624713957,874,175.0,11,1.0,79.45454545454545,175.0
MS,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",488,5,0.010245901639344262,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683.0,4.0,0.005856515373352855,Rural,1.7494877049180326,488,683.0,5,4.0,97.6,170.75
MS,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",488,5,0.010245901639344262,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",175.0,1.0,0.005714285714285714,Rural,1.7930327868852458,488,175.0,5,1.0,97.6,175.0
MS,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1462,13,0.008891928864569083,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683.0,4.0,0.005856515373352855,Rural,1.5182968536251709,1462,683.0,13,4.0,112.46153846153847,170.75
MS,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1462,13,0.008891928864569083,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",175.0,1.0,0.005714285714285714,Rural,1.5560875512995895,1462,175.0,13,1.0,112.46153846153847,175.0
MS,O,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",31,2,0.06451612903225806,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",683.0,4.0,0.005856515373352855,Rural,11.016129032258064,31,683.0,2,4.0,15.5,170.75
MS,O,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",31,2,0.06451612903225806,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",175.0,1.0,0.005714285714285714,Rural,11.29032258064516,31,175.0,2,1.0,15.5,175.0
MT,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1426,24,0.016830294530154277,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",192.0,1.0,0.005208333333333333,Rural,3.2314165497896212,1426,192.0,24,1.0,59.416666666666664,192.0
MT,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",618,14,0.022653721682847898,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",192.0,1.0,0.005208333333333333,Rural,4.349514563106797,618,192.0,14,1.0,44.142857142857146,192.0
MT,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",335,5,0.014925373134328358,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",40.0,1.0,0.025,Rural,0.5970149253731343,335,40.0,5,1.0,67.0,40.0
NC,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6748,122,0.018079430942501484,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",22.0,1.0,0.045454545454545456,Rural,0.39774748073503263,6748,22.0,122,1.0,55.31147540983606,22.0
NC,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6748,122,0.018079430942501484,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",231.0,1.0,0.004329004329004329,Rural,4.176348547717843,6748,231.0,122,1.0,55.31147540983606,231.0
NC,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",428,12,0.028037383177570093,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",22.0,1.0,0.045454545454545456,Rural,0.616822429906542,428,22.0,12,1.0,35.666666666666664,22.0
NC,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",428,12,0.028037383177570093,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",231.0,1.0,0.004329004329004329,Rural,6.4766355140186915,428,231.0,12,1.0,35.666666666666664,231.0
NC,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",22943,188,0.008194220459399382,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",64.0,1.0,0.015625,Rural,0.5244301094015604,22943,64.0,188,1.0,122.0372340425532,64.0
NC,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",22943,188,0.008194220459399382,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",684.0,3.0,0.0043859649122807015,Rural,1.868282264743059,22943,684.0,188,3.0,122.0372340425532,228.0
NC,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",22943,188,0.008194220459399382,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",731.0,2.0,0.0027359781121751026,Rural,2.994987577910474,22943,731.0,188,2.0,122.0372340425532,365.5
NC,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1634,5,0.0030599755201958386,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",64.0,1.0,0.015625,Rural,0.19583843329253367,1634,64.0,5,1.0,326.8,64.0
NC,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1634,5,0.0030599755201958386,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",684.0,3.0,0.0043859649122807015,Rural,0.6976744186046513,1634,684.0,5,3.0,326.8,228.0
NC,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1634,5,0.0030599755201958386,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",731.0,2.0,0.0027359781121751026,Rural,1.118421052631579,1634,731.0,5,2.0,326.8,365.5
NC,O,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",381,2,0.005249343832020997,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",64.0,1.0,0.015625,Rural,0.3359580052493438,381,64.0,2,1.0,190.5,64.0
NC,O,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",381,2,0.005249343832020997,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",684.0,3.0,0.0043859649122807015,Rural,1.1968503937007875,381,684.0,2,3.0,190.5,228.0
NC,O,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",381,2,0.005249343832020997,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",731.0,2.0,0.0027359781121751026,Rural,1.9186351706036746,381,731.0,2,2.0,190.5,365.5
NC,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3599,40,0.011114198388441235,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",64.0,1.0,0.015625,Rural,0.711308696860239,3599,64.0,40,1.0,89.975,64.0
NC,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3599,40,0.011114198388441235,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",684.0,3.0,0.0043859649122807015,Rural,2.5340372325646014,3599,684.0,40,3.0,89.975,228.0
NC,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3599,40,0.011114198388441235,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",731.0,2.0,0.0027359781121751026,Rural,4.062239510975271,3599,731.0,40,2.0,89.975,365.5
ND,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1424,22,0.01544943820224719,Urban,0,0.0,0.0,0.0,0,inf,1424,0.0,22,0.0,64.72727272727273,inf
ND,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",58,3,0.05172413793103448,Urban,0,0.0,0.0,0.0,0,inf,58,0.0,3,0.0,19.333333333333332,inf
ND,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",323,3,0.009287925696594427,Urban,0,0.0,0.0,0.0,0,inf,323,0.0,3,0.0,107.66666666666667,inf
ND,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",127,2,0.015748031496062992,Urban,0,0.0,0.0,0.0,0,inf,127,0.0,2,0.0,63.5,inf
NE,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2774,49,0.017664023071377072,Urban,0,0.0,0.0,0.0,0,inf,2774,0.0,49,0.0,56.61224489795919,inf
NE,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",982,20,0.020366598778004074,Urban,0,0.0,0.0,0.0,0,inf,982,0.0,20,0.0,49.1,inf
NE,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5939,36,0.006061626536453949,Urban,0,0.0,0.0,0.0,0,inf,5939,0.0,36,0.0,164.97222222222223,inf
NE,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",108,2,0.018518518518518517,Urban,0,0.0,0.0,0.0,0,inf,108,0.0,2,0.0,54.0,inf
NH,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1637,33,0.020158827122785584,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,1.270006108735492,1637,63.0,33,1.0,49.60606060606061,63.0
NH,F,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",503,3,0.005964214711729622,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,0.3757455268389662,503,63.0,3,1.0,167.66666666666666,63.0
NH,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1681,24,0.014277215942891136,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",63.0,1.0,0.015873015873015872,Rural,0.8994646044021416,1681,63.0,24,1.0,70.04166666666667,63.0
NH,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2732,29,0.01061493411420205,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",106.0,1.0,0.009433962264150943,Rural,1.1251830161054173,2732,106.0,29,1.0,94.20689655172414,106.0
NH,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",709,14,0.019746121297602257,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",106.0,1.0,0.009433962264150943,Rural,2.0930888575458395,709,106.0,14,1.0,50.642857142857146,106.0
NJ,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7713,162,0.021003500583430573,Urban,0,0.0,0.0,0.0,0,inf,7713,0.0,162,0.0,47.611111111111114,inf
NJ,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",157,2,0.012738853503184714,Urban,0,0.0,0.0,0.0,0,inf,157,0.0,2,0.0,78.5,inf
NJ,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",89,2,0.02247191011235955,Urban,0,0.0,0.0,0.0,0,inf,89,0.0,2,0.0,44.5,inf
NJ,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17255,132,0.007649956534337873,Urban,0,0.0,0.0,0.0,0,inf,17255,0.0,132,0.0,130.71969696969697,inf
NJ,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",170,2,0.011764705882352941,Urban,0,0.0,0.0,0.0,0,inf,170,0.0,2,0.0,85.0,inf
NJ,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",28,1,0.03571428571428571,Urban,0,0.0,0.0,0.0,0,inf,28,0.0,1,0.0,28.0,inf
NM,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2281,24,0.01052170100832968,Urban,0,0.0,0.0,0.0,0,inf,2281,0.0,24,0.0,95.04166666666667,inf
NM,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",371,4,0.01078167115902965,Urban,0,0.0,0.0,0.0,0,inf,371,0.0,4,0.0,92.75,inf
NM,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2896,29,0.010013812154696133,Urban,0,0.0,0.0,0.0,0,inf,2896,0.0,29,0.0,99.86206896551724,inf
NM,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",49,1,0.02040816326530612,Urban,0,0.0,0.0,0.0,0,inf,49,0.0,1,0.0,49.0,inf
NV,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5140,66,0.012840466926070038,Urban,0,0.0,0.0,0.0,0,inf,5140,0.0,66,0.0,77.87878787878788,inf
NV,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",14,1,0.07142857142857142,Urban,0,0.0,0.0,0.0,0,inf,14,0.0,1,0.0,14.0,inf
NV,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4141,56,0.013523303549867182,Urban,0,0.0,0.0,0.0,0,inf,4141,0.0,56,0.0,73.94642857142857,inf
NV,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",60,2,0.03333333333333333,Urban,0,0.0,0.0,0.0,0,inf,60,0.0,2,0.0,30.0,inf
NY,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11570,168,0.014520311149524633,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,3.0,0.0625,Rural,0.23232497839239413,11570,48.0,168,3.0,68.86904761904762,16.0
NY,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",41,1,0.024390243902439025,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,3.0,0.0625,Rural,0.3902439024390244,41,48.0,1,3.0,41.0,16.0
NY,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1037,18,0.017357762777242044,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,3.0,0.0625,Rural,0.2777242044358727,1037,48.0,18,3.0,57.611111111111114,16.0
NY,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",307,2,0.006514657980456026,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,3.0,0.0625,Rural,0.10423452768729642,307,48.0,2,3.0,153.5,16.0
NY,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",42772,294,0.006873655662582998,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",236.0,4.0,0.01694915254237288,Rural,0.4055456840923969,42772,236.0,294,4.0,145.48299319727892,59.0
NY,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",42772,294,0.006873655662582998,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",81.0,3.0,0.037037037037037035,Rural,0.18558870288974097,42772,81.0,294,3.0,145.48299319727892,27.0
NY,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",22,1,0.045454545454545456,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",236.0,4.0,0.01694915254237288,Rural,2.681818181818182,22,236.0,1,4.0,22.0,59.0
NY,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",22,1,0.045454545454545456,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",81.0,3.0,0.037037037037037035,Rural,1.2272727272727273,22,81.0,1,3.0,22.0,27.0
NY,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",19,1,0.05263157894736842,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",236.0,4.0,0.01694915254237288,Rural,3.1052631578947367,19,236.0,1,4.0,19.0,59.0
NY,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",19,1,0.05263157894736842,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",81.0,3.0,0.037037037037037035,Rural,1.4210526315789473,19,81.0,1,3.0,19.0,27.0
NY,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",76,1,0.013157894736842105,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",236.0,4.0,0.01694915254237288,Rural,0.7763157894736842,76,236.0,1,4.0,76.0,59.0
NY,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",76,1,0.013157894736842105,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",81.0,3.0,0.037037037037037035,Rural,0.35526315789473684,76,81.0,1,3.0,76.0,27.0
OH,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11681,197,0.016864994435407926,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",323.0,9.0,0.02786377708978328,Rural,0.6052659114040845,11681,323.0,197,9.0,59.29441624365482,35.888888888888886
OH,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",24,1,0.041666666666666664,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",323.0,9.0,0.02786377708978328,Rural,1.4953703703703702,24,323.0,1,9.0,24.0,35.888888888888886
OH,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4456,35,0.007854578096947935,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",323.0,9.0,0.02786377708978328,Rural,0.2818920805904648,4456,323.0,35,9.0,127.31428571428572,35.888888888888886
OH,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",71,2,0.028169014084507043,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",323.0,9.0,0.02786377708978328,Rural,1.0109546165884196,71,323.0,2,9.0,35.5,35.888888888888886
OH,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14864,127,0.008544133476856836,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",78.0,1.0,0.01282051282051282,Rural,0.6664424111948333,14864,78.0,127,1.0,117.03937007874016,78.0
OH,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",178,1,0.0056179775280898875,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",78.0,1.0,0.01282051282051282,Rural,0.43820224719101125,178,78.0,1,1.0,178.0,78.0
OH,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1051,5,0.004757373929590866,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",78.0,1.0,0.01282051282051282,Rural,0.37107516650808753,1051,78.0,5,1.0,210.2,78.0
OH,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",506,4,0.007905138339920948,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",78.0,1.0,0.01282051282051282,Rural,0.616600790513834,506,78.0,4,1.0,126.5,78.0
OK,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6842,77,0.011254019292604502,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",15.0,1.0,0.06666666666666667,Rural,0.16881028938906753,6842,15.0,77,1.0,88.85714285714286,15.0
OK,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",509,11,0.021611001964636542,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",15.0,1.0,0.06666666666666667,Rural,0.3241650294695481,509,15.0,11,1.0,46.27272727272727,15.0
OK,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",121,6,0.049586776859504134,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",15.0,1.0,0.06666666666666667,Rural,0.7438016528925621,121,15.0,6,1.0,20.166666666666668,15.0
OK,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9843,59,0.005994107487554607,Urban,0,0.0,0.0,0.0,0,inf,9843,0.0,59,0.0,166.83050847457628,inf
OK,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",681,5,0.007342143906020558,Urban,0,0.0,0.0,0.0,0,inf,681,0.0,5,0.0,136.2,inf
OK,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",425,5,0.011764705882352941,Urban,0,0.0,0.0,0.0,0,inf,425,0.0,5,0.0,85.0,inf
OR,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5509,76,0.01379560718823743,Urban,0,0.0,0.0,0.0,0,inf,5509,0.0,76,0.0,72.48684210526316,inf
OR,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",248,8,0.03225806451612903,Urban,0,0.0,0.0,0.0,0,inf,248,0.0,8,0.0,31.0,inf
OR,F,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",290,1,0.0034482758620689655,Urban,0,0.0,0.0,0.0,0,inf,290,0.0,1,0.0,290.0,inf
OR,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3633,62,0.01706578585191302,Urban,0,0.0,0.0,0.0,0,inf,3633,0.0,62,0.0,58.596774193548384,inf
OR,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",29,1,0.034482758620689655,Urban,0,0.0,0.0,0.0,0,inf,29,0.0,1,0.0,29.0,inf
OR,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",356,4,0.011235955056179775,Urban,0,0.0,0.0,0.0,0,inf,356,0.0,4,0.0,89.0,inf
PA,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13633,257,0.018851316658109,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",261.0,3.0,0.011494252873563218,Rural,1.640064549255483,13633,261.0,257,3.0,53.04669260700389,87.0
PA,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13633,257,0.018851316658109,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",118.0,2.0,0.01694915254237288,Rural,1.112227682828431,13633,118.0,257,2.0,53.04669260700389,59.0
PA,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",265,8,0.03018867924528302,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",261.0,3.0,0.011494252873563218,Rural,2.6264150943396225,265,261.0,8,3.0,33.125,87.0
PA,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",265,8,0.03018867924528302,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",118.0,2.0,0.01694915254237288,Rural,1.7811320754716982,265,118.0,8,2.0,33.125,59.0
PA,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1197,21,0.017543859649122806,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",261.0,3.0,0.011494252873563218,Rural,1.526315789473684,1197,261.0,21,3.0,57.0,87.0
PA,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1197,21,0.017543859649122806,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",118.0,2.0,0.01694915254237288,Rural,1.0350877192982455,1197,118.0,21,2.0,57.0,59.0
PA,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",30,1,0.03333333333333333,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",261.0,3.0,0.011494252873563218,Rural,2.9,30,261.0,1,3.0,30.0,87.0
PA,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",30,1,0.03333333333333333,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",118.0,2.0,0.01694915254237288,Rural,1.9666666666666666,30,118.0,1,2.0,30.0,59.0
PA,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11873,148,0.012465257306493725,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",302.0,1.0,0.0033112582781456954,Rural,3.764507706561105,11873,302.0,148,1.0,80.22297297297297,302.0
PA,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11873,148,0.012465257306493725,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",53.0,1.0,0.018867924528301886,Rural,0.6606586372441674,11873,53.0,148,1.0,80.22297297297297,53.0
PA,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2141,4,0.0018682858477347033,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",302.0,1.0,0.0033112582781456954,Rural,0.5642223260158804,2141,302.0,4,1.0,535.25,302.0
PA,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2141,4,0.0018682858477347033,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",53.0,1.0,0.018867924528301886,Rural,0.09901914992993928,2141,53.0,4,1.0,535.25,53.0
PA,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",300,7,0.023333333333333334,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",302.0,1.0,0.0033112582781456954,Rural,7.046666666666667,300,302.0,7,1.0,42.857142857142854,302.0
PA,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",300,7,0.023333333333333334,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",53.0,1.0,0.018867924528301886,Rural,1.2366666666666668,300,53.0,7,1.0,42.857142857142854,53.0
PR,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3251,6,0.001845585973546601,Urban,0,0.0,0.0,0.0,0,inf,3251,0.0,6,0.0,541.8333333333334,inf
