Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
77479,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,368,228.50119627599997,59.6501196276
77494,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,167,208.99244519200002,125.33081506399999
77505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,202,304.34847467972725,101.26969493594545
77521,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,154,415.98822101400003,189.99607367133333
77539,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,36,340.196666665,376.196666665
77555,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",6,80,71.1324147287143,25.18873578811905
77573,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,83,351.6006861,434.6006861
77584,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,89,264.835389245,176.9176946225
77598,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,458,259.7860846738,102.54086923911429
77651,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,110.94738806,132.94738805999998
77701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,252,171.74024536699997,211.87012268349997
77702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,265,497.63052987624997,254.21017662541666
77706,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,65,118.60467912179999,91.8023395609
77802,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,483,166.8038474105,162.450961852625
77845,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,289,178.7605408036667,155.9201802678889
77901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,106,54.496810796666665,53.49893693222222
77904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,260,218.49007894925,119.6225197373125
78006,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,435,395.1627673818182,276.72092246060606
78015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,31.307222222,45.307222222
78028,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,239,162.505432006875,100.37635800171876
78041,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,406,327.0365212855556,244.3455070951852
78070,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,33,471.27293650499996,504.27293650499996
78130,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,416,310.01664247521427,145.20332849504285
78154,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,690,332.0663905743572,340.6887968581191
78155,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,137,226.409109414875,181.7045547074375
78205,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,19,107.04157895,126.04157895
78209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,200,348.46365537555556,274.2318276877778
78213,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,395,383.10372727857145,389.0518636392857
78215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,29,113.53368421,71.266842105
78216,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,316,435.7767718613333,250.59225728711112
78217,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,94,342.20837741333327,436.20837741333327
78218,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,23,110.29402778,133.29402778
78222,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,173,114.09080896866665,287.09080896866664
78228,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,60,270.48784127,330.48784127
78229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,1418,217.75436610909676,81.78771830545483
78230,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,128,353.14446118999996,240.57223059499998
78231,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,744,300.85360197466673,208.97072039493332
78232,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,285,448.96772074999996,244.65590691666662
78233,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,435.60666667,457.60666667
78235,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,229,127.4703654274,356.4703654274
78236,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,25.114736842,43.114736842
78240,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1458,364.11041324355887,202.45671258261766
78249,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,497,353.827299754375,283.60909991812497
78251,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,374,311.589687024,137.1179374048
78253,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,228,382.03812714500003,203.3460423816667
78257,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,60.602615385,73.60261538500001
78258,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,1008,289.190806049,108.09923383741666
78259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,75,674.518629715,749.518629715
78404,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,254,106.7204606635,90.18011516587501
78412,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,397,416.0262316242857,813.0262316242856
78413,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,48,308.95175,356.95175
78414,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,228,351.35176218425,193.11725406141667
78503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,33,156.6917105265,189.6917105265
78504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,84,282.762522188,366.762522188
78520,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,21,111.56710526,132.56710526
78526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,24,326.6475,350.6475
78550,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,244,378.17649376272726,207.39216458757573
78572,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,93,328.3119062133333,421.3119062133333
78596,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,117,363.92442579666664,480.92442579666664
78602,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,49,346.66885621,395.66885621
78613,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,184,243.86589997649997,106.966474994125
78626,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,450,256.8796394896,176.7199098724
78628,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,205,145.59675342114286,350.59675342114286
78640,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",7,676,280.0574459821613,136.57963514030877
78654,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",3,567,241.9219951940909,269.640665064697
78664,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,728,308.2826099743571,259.07065249358925
78665,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,359,128.9060416188182,69.7008630884026
78666,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5,351,312.31660887083336,132.66332177416666
78681,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,127,194.693,107.231
78701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,121.544,132.54399999999998
78704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,104,282.66279487,193.331397435
78705,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,262,127.318693032,64.88644883866667
78727,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,123.63222222,148.63222222000002
78730,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,65,345.61766666750003,205.30883333375002
78731,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,122.95,135.95
78738,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,301,297.71615531555557,199.57205177185187
78745,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,183,380.61263702360003,187.87087900786665
78746,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,48,318.88438548666664,366.88438548666664
78748,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,75,176.39813999999998,251.39813999999998
78749,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,261,477.5213112861,246.17377042869998
78750,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,711,214.08916229395655,154.18152704899276
78751,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,26.742307692,37.742307692
78757,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,782,230.4737392917826,168.74562321529712
78758,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,698,343.15625948469227,208.23125189693846
78759,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,568,309.7416238666,87.77416238666
78934,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,95,297.9332989175,392.9332989175
79106,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,1469,153.61258103040626,108.17417206869375
79119,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,119.0746583335,144.0746583335
79124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,201,380.8888621369,193.96295404563332
79407,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,263,123.37843571723077,96.5946089293077
79410,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14,1188,271.9872211579474,104.28480151128194
79414,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,316.36148936,336.36148936
79601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1016,254.98474045295652,141.22052671699515
79606,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,730,251.15914782823074,245.2897869570577
79701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,96,119.87,215.87
79703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,55,112.226943395,83.6134716975
79705,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,70,428.13685866000003,498.13685866000003
79706,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,108,458.16932516500003,283.0846625825
79714,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,17,75.013125,92.013125
79761,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,311,233.861534212,272.430767106
79902,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,313,310.014082185,311.5070410925
79903,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,507,302.3622252957222,161.87244505914447
79912,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,112,470.45035162,582.45035162
79915,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,334,308.306860547,214.10228684900002
79925,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,136,407.8498735033333,543.8498735033334
79934,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,45,111.28344828,156.28344828000002
79936,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,35,313.834863415,348.834863415
79938,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,105.99652174,121.99652174
80012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,37,141.4890625,89.24453125
80020,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,143,431.19632527,574.19632527
80021,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,34,170.7145201215,204.7145201215
80023,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,809.816875,820.816875
80027,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,232,143.42456727569999,125.14152242523333
80033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,205,130.03677501683333,167.51838750841665
80045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,548,218.577347012125,58.96748823170192
80109,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,51,161.46379731566665,212.46379731566665
80110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,722.27636364,736.27636364
80111,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,344,209.90444273008333,92.31740712168056
80112,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,352,162.98886623495457,42.91573885291288
80113,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,111,121.27361167771429,46.454722335542854
80120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,31,104.71,135.70999999999998
80122,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,263,262.5681426292727,131.39203565731816
80124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,670,350.4733884799375,127.55917355999219
80130,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,27.28,40.28
80206,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,168,338.6828630064,253.3414315032
80210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,23,356.613333335,379.613333335
80218,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,26.895555556,44.895555556000005
80219,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,66.920588235,83.920588235
80220,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,55,736.63936928,791.63936928
80228,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,443,361.6983154955714,268.2327718318572
80229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,223,435.7696368215384,164.6924092053846
80230,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,393,243.22935475625,318.114677378125
80238,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,94,400.36825514,494.36825514
80301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,97,392.5172941864,244.7586470932
80303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,177,489.8686803644444,166.7171700911111
80304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,91,81.1583445392,43.039586134800004
80401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,754,344.1012131188148,99.82738301080136
80443,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,107,316.68463210575,141.22821070191665
80487,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,220,296.46440289625,129.1161007240625
80524,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,97,24.032,24.2064
80525,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,990,275.11903805783334,210.85317300963888
80528,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,346,709.17380349,1055.17380349
80538,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,152,249.0038748352857,133.66795827842859
80631,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,121.46153846,134.46153845999999
80634,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,62,498.56462074499996,560.564620745
80758,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",1,20,154.36125,174.36125
80904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,55,633.3442248050001,688.3442248050001
80906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,103.18877551,117.18877551
80907,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,89,183.40659011124998,272.40659011125
80909,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,313,259.8706629494546,95.47844382490909
80919,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,289,292.8504896593,145.462622414825
80920,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,201,172.35428177142856,62.22571362857142
80921,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,41,123.40666666666668,82.20333333333335
80923,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,95,765.1020854000001,860.1020854000001
81001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,62,611.68875194,673.68875194
81003,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,198.22897436,213.22897436
81004,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,22,27.04,24.52
81008,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,281,338.4683908092222,309.7341954046111
81212,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,52,337.67851103,389.67851103
81301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",7,312,250.9549468446875,80.42213526352678
81401,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",3,109,90.3486107534,66.4495369178
81416,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,28,531.849411765,559.849411765
81501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,81,222.06861111,101.02287037
81505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,520,237.8415868638125,126.30693114396875
81521,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,27.36,44.36
81621,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",2,34,96.5945945945,65.29729729725
81632,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,66,765.16599799,831.16599799
81657,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",3,125,110.88069081542857,78.6268969384762
82001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,117,659.24826126,776.24826126
82009,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,116.465,132.465
82070,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,138,252.05747016428572,97.51436754107144
82414,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",3,44,305.910794906,116.63693163533333
82520,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,77,306.20238081499997,191.60119040749998
82609,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,299,169.884060741,93.7768121482
82716,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,18,622.235,640.235
82718,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,45,159.02274509566666,204.02274509566666
82801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,22,26.4,48.4
82901,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,37,26.433684211,63.433684211
83001,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,12,26.4,38.4
83110,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",1,37,26.410487805,63.410487805
83201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,470,204.7152644433077,112.45254407388461
83209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,39,21.37875,60.37875
83221,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,25,168.92576923000001,193.92576923000001
83301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",6,159,157.59226307828573,52.765377179714285
83318,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,131,242.21885784325,186.609428921625
83330,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,27,21.77,48.769999999999996
83404,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,813,95.86500460999999,82.62409132818182
83501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,38,88.87561666650001,63.437808333250004
83605,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,12,89.58474359,101.58474359
83642,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",10,656,244.63857553095238,90.06385755309523
83687,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,88,146.6025303125,234.6025303125
83702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,334,206.53447066821428,90.08907844470237
83704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,50,458.54940284,254.27470142
83706,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,109,75.46442427442857,26.352060610632652
83712,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,69,21.41875844375,22.6046896109375
83814,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,512,195.7290431385,70.77290431384999
83843,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,11,24.9875,35.9875
83854,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,220,182.86732655499998,134.28910885166667
83858,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,30,89.58,119.58
83864,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,185,364.18299210771426,274.5914960538571
84003,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,109.3,120.3
84010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,138,246.01907738,384.01907738
84015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,119,186.17993192275,305.17993192275003
84020,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,197,273.2711826375,94.0542365275
84025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,22.085714286,36.085714286
84032,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,13,26.050526316,39.050526316
84040,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,31,295.936314285,326.936314285
84041,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,202,241.429397972,110.857349493
84043,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,82,138.55605753025,220.55605753025
84057,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,164,275.8233895135,439.8233895135
84058,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,212,120.095272485875,166.0476362429375
84059,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,142,290.817715695,216.4088578475
84066,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,13,190.15857143,203.15857143
84067,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,92.9704,108.9704
84070,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,66,216.4104969694,141.2052484847
84088,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,399,267.41818783,222.13939594333337
84094,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,105,249.48365916,354.48365916
84095,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,48,261.84257284,309.84257284
84098,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,105,293.289235336,398.289235336
84102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,138,246.29358117857143,128.09786039285714
84107,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,292,229.69581471655556,65.21197683956945
84108,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,127,26.338670213,153.338670213
84121,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,689,253.3584372024,314.11947906746667
84123,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,147,118.18559169144444,33.14819896143055
84124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,275,210.84614684844445,161.94871561614815
84132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,825,167.55778113420692,141.79396873345814
84302,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,75,344.9439031366667,419.9439031366667
84321,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,162,351.3826708,256.6913354
84332,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,25,174.119270835,99.5596354175
84341,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,452,272.13698994025,103.44814142003572
84403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,244,236.64940093799999,68.664200134
84501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,133,330.87627777800003,463.87627777800003
84604,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,930,246.05526284176472,78.40368418945098
84648,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",2,29,26.436470588,27.718235294
84701,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",3,288,232.582942855,173.52764761833336
84721,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,14,103.60142857,117.60142857
84770,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,342,254.48801913333332,298.24400956666665
84790,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,3036,315.7980171240385,257.8306167018491
85004,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,601,266.1008120042667,216.77520300106667
85006,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,424,352.9170114002727,194.22925285006818
85008,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,136,234.67506814333333,185.33753407166665
85012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,573,225.17878943175,159.63575788635
85013,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,529,327.1690150817692,171.23380301635385
85014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,70,288.05700757666665,358.05700757666665
85015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,319,230.06247908954546,183.02082636318184
85016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,1781,325.91409054769235,162.0703146575148
85018,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,446,117.093988258,140.7734970645
85022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,40,746.196,786.196
85023,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1714,266.3971106443617,220.04412340492908
85027,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,726,213.00338475004,117.375423093755
85028,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,174,458.60558455499995,210.86852818499997
85029,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,23.855454545,34.855454545
85032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,407,234.21061389749997,160.302653474375
85037,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,424,311.7090976948182,245.23636589827274
85048,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,323,313.038200994,318.019100497
85050,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,829,230.37764912976468,264.84441228244117
85054,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,438,118.37999635620001,185.4599987854
85085,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,57,683.40553215,370.202766075
85140,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,281,295.1714527424286,288.08572637121426
85202,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,262,392.83450307888893,327.41725153944446
85203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,96,360.0971217933334,456.0971217933334
85206,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,208,154.59627959066668,72.51925591813333
85209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,396,304.7653453327273,233.58844844424243
85210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,251,299.5300742757143,275.2650371378571
