Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
20877,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,508.27851648499995,533.278516485
20889,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,215,253.84119687425002,156.28039895808334
20902,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,29,181.76527295,105.382636475
20910,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,140,294.0978834265,217.04894171325
21009,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2,117,336.89489023766663,226.94744511883331
21014,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",4,382,358.33838539379997,185.08459634845
21029,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,296,124.0510212925,210.02551064624998
21042,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,39,107.19,146.19
21044,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,159,475.73221487,317.366107435
21045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,571,330.1781230944375,180.2356246188875
21061,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,958,381.7816476244445,223.29694127074075
21076,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,65,68.508,66.75399999999999
21078,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3,511,341.9883654432308,284.3294551477436
21090,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,37,797.051876625,834.051876625
21093,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,250,481.24163166279993,182.81040791569998
21113,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,73,514.48550845,293.742754225
21114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,135,272.7636048566667,407.7636048566667
21117,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,155,308.794093667875,154.598031222625
21122,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,193,455.01762880999996,216.00587626999996
21157,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",4,412,363.93075931145455,193.98268982786362
21201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,176,67.12624140433334,34.73232020061905
21202,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,206,106.02142308233333,156.01071154116667
21204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,684,254.04307662204545,117.25538457775568
21208,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,93,336.4671568623333,214.73357843116665
21209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,215,320.524216612625,178.50807220420833
21215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,250,75.08370367466667,81.27092591866666
21218,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,95,122.5866517695,108.79332588475
21222,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,49,778.482799565,827.482799565
21225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,41,27.755,34.3775
21228,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,142,382.93469781375,262.46734890687503
21229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,144,328.7901442475,157.59671474916667
21236,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,560,244.70995301477777,201.17748825369443
21237,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,206,312.54213428357144,259.2710671417857
21244,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,40,89.91363636366667,43.30454545455556
21286,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,29,759.41880952,788.41880952
21287,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,621,120.25222067512,57.01940159039385
21401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,1328,208.871071169359,139.7155519244872
21501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,331.40117647,357.40117647
21502,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,247,490.52694832671426,245.84231610890478
21601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,417,276.207056150875,231.06901871695834
21620,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,210,125.281186416,335.28118641599997
21666,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,40,635.589642855,675.589642855
21701,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,21,27.208571429,48.208571429
21702,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",8,530,280.23065123775,101.27883140471874
21703,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2,135,182.0067719755,158.50338598775
21740,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1175,281.7147487125,161.8571943013889
21742,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,221,264.71394749816665,97.14278949963332
21754,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,119.58727273,135.58727273
21771,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,219,334.9752647568,184.6584215856
21801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,513,82.37399893231817,45.79799991787063
21804,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,959,262.15141580333335,174.45020225761905
21811,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,408,293.37899291,233.79299763666668
21921,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,214,531.4609977666668,372.7304988833334
22030,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,331,323.0656648577778,218.02188828592594
22031,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,178,339.01982575466667,172.33994191822225
22033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,264,368.6133098385714,316.30665491928573
22042,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,87,129.938216666,216.938216666
22079,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,49,385.24378296500004,217.12189148250002
22102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,1226,418.29026143333334,548.0967538111112
22150,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,424,397.28362804833336,821.2836280483334
22151,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,81,28.404922372333335,36.468307457444446
22191,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,55,323.85166666666663,378.85166666666663
22203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,152,235.338760215,193.6693801075
22205,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,64,388.84196078333326,226.42098039166663
22206,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,244,359.48324149,603.48324149
22304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,33,29.275,31.1375
22306,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,221,316.6481038933333,537.6481038933333
22310,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,738.48444444,760.48444444
22314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,63,352.74764705666666,415.74764705666666
22401,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",10,687,203.34010504186364,89.03401050418636
22405,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,205,348.2238195766667,553.2238195766668
22407,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3,371,232.56658158057144,201.18886052685716
22408,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1,36,115.44,151.44
22554,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,23,366.57142857,389.57142857
22601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,1256,278.6251335866923,127.88542779889103
22701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,14,113.5575,127.5575
22801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,702,231.09038950538462,233.27259737634614
22901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,130,327.4242934133333,152.47476447111111
22903,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,393,136.2828843425,58.80920937138889
22906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,87,22.835609756,109.835609756
22908,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",30,1380,42.10547897390909,47.40351596579697
22911,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,1543,276.55713051752,181.95571305175199
22939,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,364,118.47319997666666,160.82439999222223
23059,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,287,249.45645226,536.45645226
23112,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,29,98.12,127.12
23113,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,67,170.934902427,118.9674512135
23114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,68,356.5104545466666,424.5104545466666
23116,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,308,258.4069461324286,283.2034730662143
23185,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,168.651218489,195.651218489
23188,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,116,295.09940627799995,205.54970313899997
23225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,211,315.948351468,263.474175734
23226,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,315,315.8469993433334,210.28233311444447
23230,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,100,305.43848684200003,202.71924342100002
23233,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,621,250.78117804458336,290.59372601486115
23235,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,418,135.3497974309091,61.48331082565657
23238,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,135,305.7455,440.7455
23294,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,174,48.208924521571426,31.7441320745102
23298,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,135,87.19996642316666,44.43999328463333
23320,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,163,231.41287731480003,98.6032193287
23434,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,95,501.23896296333334,596.2389629633333
23452,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,40,327.432663815,367.432663815
23454,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,382,334.7425485781818,238.91418285939395
23455,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,271,114.18001319000001,192.590006595
23456,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,101,93.03096681866667,194.03096681866668
23462,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,488,256.55698016721425,93.06962252090179
23502,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,463,286.50608812625,249.83536270875
23505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,124,22.398643980499997,36.599660995125
23507,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,190,110.19434491919999,150.0971724596
23510,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,26.857,40.857
23601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,114,122.59063638299999,236.590636383
23606,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,958,226.0201679978261,98.66834733315217
23666,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,158,128.6573981236,286.6573981236
23707,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,143.5046666665,165.5046666665
23708,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,84,115.63650748025,199.63650748025
23831,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,336,408.6143722116667,372.30718610583335
23834,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,194,229.36647637250002,211.68323818625
23901,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,49,143.06877551,192.06877551
24014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,302,145.70534935235713,55.96316866904464
24016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,409,352.31563673628574,253.77187891209527
24018,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,599,331.0387751790909,310.01292505969695
24060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,24,26.5575,25.278750000000002
24073,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,200,225.05018588671427,141.68339529557144
24101,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,189,97.974399293,286.97439929300003
24153,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,262,223.11407521484614,69.30201074497802
24210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,112,107.17493701225,109.58746850612499
24219,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,37,276.74870968,313.74870968
24401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,49,26.851923077,75.851923077
24486,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,94,151.50198101825,245.50198101825
24501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,401,302.5451743018333,117.25752905030555
24503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,128.2077272745,154.2077272745
24541,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,141,239.195694138,126.73189804600001
24551,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,50,390.81520903,440.81520903
24605,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,113,147.130047794,260.130047794
24740,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,73,24.983493976,97.983493976
25301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,453,107.087508416375,280.0437542081875
25304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,180,324.180854935,252.0904274675
25309,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,39,91.08476190633333,130.0847619063333
25401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,223,81.471486164,101.490495388
25404,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,232,112.0101756878,344.01017568780003
25701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,242,112.02752792690909,118.00917597563637
25702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,201,170.74733418199997,185.873667091
25703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,270,130.30021300325,400.30021300325
25705,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,141,23.266463729833333,27.37774395497222
25801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,182,295.754971776,238.877485888
26003,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,116,72.44155676225,62.813852254083336
26062,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,97,251.16660856666667,174.08330428333335
26101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,107,89.29259901966668,98.14629950983334
26330,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,466,110.88091180855557,192.2936372695185
26505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,51,388.5527029,219.77635145
26506,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,251,73.363692945125,81.09092323628124
26554,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,53,115.00082588,168.00082587999998
27006,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,102,113.249659806,215.249659806
27103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13,906,279.821070696,91.21700543815383
27104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,117,215.6515871092,332.6515871092
27157,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,432,141.41551545571429,47.78462628797619
27203,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,13,92.049032258,105.049032258
27215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,221,338.44334618,279.72167308999997
27262,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,36,109.32298535000001,72.661492675
27265,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,131,360.0209810988,245.5104905494
27284,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,196,342.03742366625,269.018711833125
27330,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,197,279.46679176666663,238.23339588333332
27401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,157,264.9411714314286,140.64705714380952
27403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,76,57.380652174000005,133.380652174
27408,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,307,285.0415690287,118.40831380574
27504,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",1,127,248.14647745000002,375.14647745
27511,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,105,114.5070277785,219.5070277785
27514,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,245,165.8952364413,82.17904728826
27517,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,46,120.765172414,166.765172414
27518,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,1074,261.03718005499996,222.5061966758333
27526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,23,109.19,66.095
27534,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,113,167.054678322,93.35155944066666
27545,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,32,110.97,142.97
27546,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,35,320.647083335,355.647083335
27560,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,99.987666667,125.987666667
27577,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,161,285.44437109750004,223.22218554875002
27587,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,153,188.01429312522222,170.50714656261113
27599,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,395,171.8256116725,566.8256116725
27607,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,220,372.29945366545456,148.07486341636366
27609,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,788,251.04745648473684,86.58728804039474
27610,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,109.79055556,124.79055556
27612,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,235,89.772073909,54.128678984833336
27614,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,392,292.364447175625,114.0607411959375
27615,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,80,254.61206034275,167.306030171375
27704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,587,223.10301510642856,115.72900215806122
27705,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,193,214.8766705868889,67.97944509781482
27707,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,42,90.001923525,66.0009617625
27710,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,154,219.4694688782857,124.48982295942858
27804,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,35,120.7656,155.7656
27834,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,752,160.32270298306452,53.666041351944976
27870,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,34,329.588333335,363.588333335
27893,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,137,259.9795639896667,132.3265213298889
27909,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",6,305,203.61506514772728,84.76917752462121
27910,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,137,25.829090909,162.829090909
28012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,96,273.638477836,369.638477836
28025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,221,281.56698281,100.513396562
28054,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,346,212.0794391031111,111.61588782062222
28078,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,222,237.3896357928889,114.84740894822222
28105,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,169,319.23095424666667,488.23095424666667
28134,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,125,301.01382478666665,426.01382478666665
28147,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,134,189.26426852016667,161.63213426008332
28150,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,42,111.20611111,153.20611111
28173,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,95,256.154995742,351.154995742
28202,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,77,25.474580419666665,17.07909673661111
28203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,775,150.92918416954547,115.74114802119318
28204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,245,130.4650386737,93.866259668425
28207,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,646,242.72989295536362,59.24865953035758
28209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,420,113.0826380375,266.54131901875
28210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,176,133.238150571,309.238150571
28211,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14,412,61.60279534388889,33.82877109599206
28215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,25.8,37.8
28217,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,92.81,104.81
28226,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,69,323.77914920666666,392.77914920666666
28277,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,269,305.55107823833333,143.63776955958332
28304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,158,265.732058510375,84.746411702075
28310,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,37,26.141025641,63.141025641
28314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,187,273.50874592125,153.50291530708333
28352,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,55,107.37815013,162.37815013
28358,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,54,64.576354165,59.2881770825
28372,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1,54,400.81453125,454.81453125
28374,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",11,546,226.05614160725,70.18692196429545
28379,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,82,311.79707895666667,196.89853947833333
28401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14,1332,192.45193728651515,108.88942409189394
28403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,36,391.575869565,427.575869565
28412,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1483,229.14814605289476,190.2386828947661
28451,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,206,296.8761108433333,502.8761108433333
28462,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",2,116,194.77468894075002,155.387344470375
28468,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,248,280.284101734,528.2841017339999
28470,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",1,464,361.214308448,825.214308448
28501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,90,355.41598332333336,445.41598332333336
28546,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,425,349.24306197538465,154.84861239507694
28557,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",6,781,325.3802372395,184.39670620658333
28560,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,783,316.77495027538464,366.59165009179486
28562,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",8,227,215.17803273690907,55.272254092113634
28601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,92,114.23904362283332,103.11952181141666
28602,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,961,296.4424919253846,314.3606229813462
28607,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,36,94.540444444,130.540444444
28613,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,116.56363636,131.56363636
28621,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,56,335.94159921,391.94159921
28625,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,172,291.6516879725,231.82584398625
28659,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,25,24.52,24.759999999999998
28690,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,79,121.316901298,200.316901298
28704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,64,56.623141025500004,60.31157051275
28721,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,85,25.804787234,110.804787234
28722,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,230,369.56319541,599.5631954099999
28732,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,109,217.58384482533333,163.29192241266668
28752,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",1,148,366.18891424000003,514.18891424
28786,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,22.34,34.34
28791,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,158,187.199807569,115.06660252299999
28792,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,89.00318181749999,111.00318181749999
28801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,807,178.58856448536363,98.55885644853636
28803,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,948,185.84687766277273,141.7308597078466
29036,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,749.91769231,765.91769231
29063,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,107.37,129.37
29118,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,123,277.12663929,200.063319645
29150,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,61,114.24523456666668,87.62261728333334
29169,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,1050,211.9837642598095,126.19837642598095
29201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1126,242.06476218805554,152.00719579867283
29203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,366,145.8844585959,102.37689171918001
29204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,135,260.46117896,98.86529474
29210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,279,107.31521591,386.31521591
29223,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,56,120.49760942666667,88.24880471333333
29229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,34,374.22416667,408.22416667
29303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,691,218.3194655227143,113.66493319033928
